composition,output
Tl0.01 Te1 Pb0.99,0.59
Cs1 Mn4 In5 Te12,1.48
K3 Sm1 As2 S8,2.2
Eu1 Al2 O4,2.74
Cr2 O3,3.4
Li1 Br1,7.95
K3 Ga3 Ge7 Se20,2.23
Yb4 Sb2 S11.25,1.71
Ca2 Si1,1.9
B2 Pb14 Br6 O14,2.62
Re1 Se2,0.99
Dy1 Te1.45,0.6
Cs1 Br1,6.8
Sb1 I3,2.41
Yb1 Sb1,1.0
Ga1.95 Cu0.05 Se2.95,1.96
Nd1.33 Lu0.67 S3,1.5
La1 In3 S6,1.03
Cs1 Ga1 Sn2 Se6,1.87
Cs1 K1 P2 Se8,2.36
Mg1 O1,7.83
Sn1 Te1,0.33
P2 Ir1,1.1
Ga1.5 Cu0.5 S2.5,2.43
Yb1 Ga2 S4,2.3
Sm1 Cu1 Se2,2.1
In1 Sb0.8 As0.2,0.21
Sn0.15 Te0.15 Pb0.85 Se0.85,0.18
Cd4 P2 Cl3,2.17
Sr1 Cr1 O4,2.45
Rb1 Bi1 Se2,0.72
Ag2 S1,0.87
Ag3 As1 S3,2.18
Ag3 Sb1 S3,1.75
Ga1 Ag1 Se2,1.83
Ag1 Sb1 Se2,0.85
Al1 P1,2.43
As2 S3,2.0
Cd1 As2,1.14
Cd1 Ga2 Se4,2.43
Cd1 P2,2.02
Cd1 Sb1,0.59
Cd1 Te1,1.65
Fe1 Cu1 S2,0.5
Ga1 Cu1 Se2,1.6
Dy2 S3,3.0
Ga1 S1,2.52
Ga1 Te1,1.69
In4 Te3,0.5
In1 Se1,1.27
K1 I1,6.08
Mg3 As2,2.55
Na1 Bi1 Se2,0.32
Pb1 S1,0.3
Te1 Pb1,0.34
Rb1 I1,6.05
Sb2 S3,1.63
Sn1 S1,1.1
Sn1 Se1,0.91
Tl2 Te3,0.51
Tl1 Cl1,3.21
Tl1 Sb1 S2,1.88
Zn3 As2,0.86
Zn1 Ge1 As2,1.16
Zn1 O1,3.31
Zn1 S1,3.85
Bi4 Pd1 Se4 O12,2.06
Cd3 In2 Te4 S2,1.23
Sb1 S1 I1,1.99
Ge0.2 Te0.2 Pb0.8 Se0.8,0.36
In1 Ag1.75 Sb5.75 Se11,0.94
K2 Dy2 Ti3 O10,3.38
Zr1 S2,2.75
Ca1 Te1,4.07
Ge1 I2,1.5
Ir0.67 S2,2.0
Mn1 Pb2 O4,1.5
Ga1 Se1,2.05
Sr1 Zn1 S1 O1,3.1
Si0.347 Ge0.653,1.91
In1 As1,0.46
Ta4 Cu2 O11,2.6
K4 Ge1 S4,0.8
Si0.4 Ge0.6,0.9
As1 I3,2.54
Mg2 Sn1,0.28
Cs1 K2 Sb1,1.0
Ho2 Mo3 O12,1.68
Li4 Hg1 Ge2 S7,2.75
Ba1 Ga2 Ge1 S6,3.23
In1 P1,1.27
Tl1 Br1,3.05
Si1 B3,2.0
Te1 Pb1,0.62
Rb1 I1,6.1
K1 Sb1 S2,1.8
Sb1 Se1 Br1,1.84
As2 Se3,1.77
Co1 Sb2,0.17
Cd0.2 Hg0.8 Se1,0.95
Cu2 Te1,1.02
Li1 Mg1 N1,3.2
Rb1 Cu1 Sb2 S4,1.6
Sb2 O3,3.2
Zn1 Te1,2.24
Te1 Pb1,0.31
Na1 Bi1 S2,0.4
In2 Hg6 P6 Cl9,3.13
Ga1 S1,2.62
Sn3 W1 O6,2.49
In1 Sb1,0.26
Cd1 Sn1 O3,3.0
Sn0.2 Te0.2 Pb0.8 Se0.8,0.14
Ga1 Cu1 S2,2.42
Pr1 F3,5.3
Ge3 Ru2,0.52
Sm1 Te1,0.38
Cs1 Zn2 B3 O7,5.69
Cd0.1 Ga0.9 Sb0.9 Te0.1,0.78
H7 Se2 N1 O6,4.81
Tl1 Br1,3.24
K1 P1 Se6,2.16
Zn1 S1,3.76
Al0.15 Ga0.85 As1,1.6
Zn0.95 Ga0.05 P0.05 Se0.95,2.4
K1 Fe1 Cu1 Te2,1.06
As1 Br3,2.6
Zn0.5 Hg0.5 Se1,0.6
In0.3 Ga0.7 As1,1.0
Bi2 S3,1.3
Tl1 Br1,3.1
Re1 S2,1.0
Cd1 Sb4 Mo1 O10,3.4
Pb1 Cl2,3.94
Ga1.002 Sb0.998 Se0.006,0.7
As2 O3,4.0
In1 Sb1,0.16
Ba1 Na2 Ge1 S4,3.7
Ba2 Dy1 Ga1 Te5,1.13
Na1 B15,0.32
Al1 P1,2.53
Bi2 Te2.97 Se0.03,0.16
Ag1 Bi1 S2,0.9
Ga2 Sn1 Ge1 S6,2.04
In1 S1,1.9
Ni1 Te1,0.23
Tl1 Se1,0.71
Yb1 Pr2 Cu1 S5,1.25
K1 In1 Sn1 S4,2.3
La2 Mn1 Se2 O2,1.6
Er3 Te4,0.9
Rb1 Tb1 Se2,2.5
Zn0.5 Cd0.5 Se1,2.9
Na2 Ge2 Se5,2.38
Cr1 Pb1 O4,2.25
Ag0.5 Ge1 Pb1.75 S4,1.83
Cs1 Er9 Cd4 Se18,2.09
Cd1 Cl2,5.8
Re1 S2,1.1
Ta1 Cu3 S4,3.0
Sn0.01 Pb0.99 Se1,0.17
Ga1 Te1,1.66
Cd3 Ag1 P1 S6,2.56
Y1 Cu3 Te3,0.72
Tl1 In1 Se2,1.19
Bi2 Te2.7 Se0.3,0.21
Ga1 Cu1 Te2,1.18
K2 Hg1 P2 Se6,2.25
Pr1 Tl2 In1 Se4,0.93
Gd2 Zr1 S5,1.88
Pr2 S3,2.68
Bi1 Pb1 Br1 O2,2.47
Yb1 S1,1.1
K6 Cd4 Sn3 Se13,2.33
Ge0.25 Te1 Pb0.75,0.44
Be1 Te1,2.89
Ga0.04 Te1 Pb0.96,0.37
Nd1 Lu1 Se3,1.61
Cu3 Bi6 S10 I1,0.72
Li1 H3 Se2 O6,4.9
Ba1 La2 In2 S7,1.87
Cs2 Li3 B5 O10,7.3
Sc1 Tl1 S2,1.51
In1 Se1,1.36
Sb1 S1 Br1,2.17
Zn0.75 Hg0.25 Se1,1.4
K2 Ge4 Se8,1.8
Cd1 Si1 P2,2.1
Zn1 Ge1 N2,3.2
K1 As1 Se2,1.62
Ga1 N1,3.3
Cu2 Te1,1.04
Dy2 Mo3 O12,1.92
Li2 Pt1 O3,2.3
Pb1 Se0.01 S0.99,0.37
Si2 Te3,2.0
Eu2 Sn1 Se5,1.07
Ba6 Sn6 Se13,1.52
As2 S6,2.35
Rb2 Cd1 I2 Br2,3.35
Ga4 Cu2 Te7,1.08
Ba2 In2 Se5,2.12
Cs3 Sb2 I9,1.89
Cu3 Sb1 Se4,0.31
Ag0.5 Ge1 Pb1.75 Se4,1.51
Pr2 S3,2.6
Sr2 V3 Se5 O18,2.47
Nd2 Hf1 S5,0.7
Nb6 V1 Sb3 O25,3.2
Te1 Se3,1.4
Na2 Ga2 Sn1 S6,2.29
Sn2 Bi1 S1 I5,1.32
Ag3 Sb1 S3,1.77
Tl1 S1,1.36
K10 Mn4 Sn4 S17,2.3
Bi2 Te2.7 Se0.3,0.2
Sb2 Pt1,0.4
Ga1 Ag1 Ge1 S4,3.0
K1 Cu2 Sb1 S3,1.53
Ti1 Co1 Sb1,0.95
Ag3 Sb1 S3,2.13
Pr1 Ta1 N2 O1,2.0
Sr2 Pr2 Pt1 O7.07,3.05
K1 Bi1 S2,0.86
Cs4 In8 Ge1 Se16,2.2
Tl6 Cu1 Te2 O10,2.3
In1 P1 S4,3.12
Ba1 Cu1 Te1 F1,2.3
Si0.8 Ge0.2,1.1
Ba5 In4 Te4 S7,2.13
Cs1 Mn4 In5 Se12,1.79
Pb1 N6,2.98
Li1 Sb1 S2,1.36
Ge1 S1,1.61
Al1 Sb1,1.69
Be3 N2,3.8
Cs39 Ga53 Se96 Cl6,2.74
Zn0.43 Cd0.57 Se1,2.9
Ag2 Sn1 S3,1.26
Al1 P1,2.42
Ga1.6 Cu0.4 S2.6,2.5
Cs3 Bi2 I9,1.8
Ta1 Tl3 S4,2.7
Be3 Sb2,0.67
V2 O5,2.3
Cu3 Sb1 S4,0.8
Bi1 Se1 I1,1.28
Y1 Cu1 O2,3.5
Tl1 Cr5 Se1 S7,0.97
V1 Ga1 Te2 O8,3.0
Cd1 S1,2.4
Zn0.65 Hg0.35 Se1,1.0
Ge0.05 Pb0.95 Se1,0.28
V2 O5,2.49
Na1 F1,10.5
Si1 Bi12 O20,3.25
V1 Te1 H1 O5,2.51
Cd1 As2,1.2
Cs1 Mn4 Ga5 Te12,1.55
Cs1 I1,6.3
Yb2 O3,5.22
Ba2 Ce1 In1 Te5,1.35
Cd1 Te1,1.43
In0.2 Ga0.8 As0.2 P0.8,2.15
Cu1 I1,3.07
Cu1 Sb1 Pb1 S3,1.31
Ba2 Cd1 B6 O12,4.59
Sn2 Bi1 S2 I3,1.22
Ge1 Se1,1.18
Te3 As2,1.68
Sm2 S3,3.0
Ga1 N1,3.6
Y2 O3,5.6
Ga1 Sb1,0.72
Ga1 Se1,2.04
V1 Ag2 I3 O11,2.16
Ga1 N1,3.49
Li1 Sb1 Se2,0.68
Cs2 Zn1 Sn3 Se8,2.12
Zn4 Sb3,1.2
Tl1 In1 Se2,1.22
Eu2 Ga2 Ge1 S7,2.3
Tl1 Hg6 Se4 Br5,2.8
Al1 P1,2.52
Sr2 La2 Pt1 O7.13,2.52
K1 Cu3 S2,1.46
In1 Cu1 S2,1.55
P2 Ru1,0.8
Sn1 Ge1,0.8
Cd0.1 Hg0.9 Se1,1.5
Cu2 O1,2.67
Cd1 Cu1 Se2 O6,3.33
Ag1 P15,1.47
Sm1 Sb1,0.59
As2 Ir1,1.0
Te0.5 Pb1 Se0.5,0.29
K1 Sc1 Se2 O6,5.4
Cd1 Ge1 P2,1.8
Ta4 Cu2 O11,2.7
Re1 S2,1.33
Pr4 In1 Sb1 Se9,1.89
Al0.4 Cd0.6 Sb0.4 Te0.6,1.8
Ta11 Cu2 O30,2.59
Tl2 Te1 I6,1.5
La10 Se14 O1,2.04
Na1 N1 O2,3.1
K2 La2 Sb2 S9,2.2
Ag1 Pd1 I3 O9,1.5
Bi2 Mo3 O12,2.9
Te0.8 Se0.2,0.4
Al0.8 Ga0.2 P1,2.43
Ag3 Sb1 S3,2.17
In1 Sb0.2 As0.8,0.12
Zn1 Se1,2.81
Mn1 Al3,0.58
In1 N1,2.11
Ta1 Ga1 S2,2.54
Cu1 Br1,2.99
Mg1 Se1,5.6
Eu1 Tm2 Se4,1.8
Ba1 Te1 Mo2 O9,3.12
Mg3 N2,2.8
Ba2 In1 Sb1 Se5,1.92
Ti1 Tl1 Se2,0.56
Ca3 La2 Sn3 S12,1.45
Cs2 Pt1 I6 O18,2.4
Bi1 S1 I1,1.64
Eu1 Cu2 Sn1 S4,1.85
Ga1 Se1,2.16
Ba1 Na2 Ge1 Se4,2.25
Zn1 S1,3.54
Sr3 Ge1 Sb2 Se8,0.75
K2 Ho4 Cu4 S9,2.43
La2 Ti1 Co1 O6,1.02
Al0.2 In0.8 P1,1.7
Zn3 As2,1.11
Zn1 Cu2 Sn1 Se4,1.44
Zn0.9 Ga0.1 P0.1 Se0.9,2.3
Li1 Nb3 Bi4 O12,3.0
K3 Ga3 Ge7 S20,3.25
K2 Sn2 Au2 Se6,2.28
Tc1 S2,1.0
Sn1 O1,3.0
Ga1 Te1,1.52
Ga1 Sb0.25 As0.75,0.65
Ba1 Ge4 Ir2 Se6,1.33
K1 In1 Te2 O6,4.0
Zn1 Sn1 O3,3.9
Mg2 Sn1,0.18
Ca5 Bi14 O26,2.6
Ga1.001 Sb0.999 Te0.003,0.72
Y1 Ni1 Sb1,0.29
Sr1 O1,5.7
Gd6 Ge2.5 S14,2.2
K1 Zr1 P1 Se6,2.0
Ba5 Cd1 Ga6 Se15,2.6
Ag3 Sb1 S3,2.2
Mn1 Te1,1.25
Ag2 S1,1.0
Ag3 As1 S3,1.86
Ga1 Ag1 Se2,1.65
Ag1 Sb1 Se2,0.58
Al1 P1,2.5
Al1 P1,3.63
As2 S3,2.2
As2 S3,2.32
As2 S3,2.43
Bi0.6 Sb1.4 Te3,0.2
Cd1 As2,0.89
Cd1 Ga2 Se4,2.27
Cd1 Ga2 Se4,2.5
Cd1 P2,2.11
Cd1 S1,2.57
Cd1 Sb1,0.49
Cd1 Se1,2.26
Cd1 Se1,2.18
Cd1 Te1,1.49
Cd1 Te1,1.52
Fe1 Cu1 S2,0.53
Ga1 Cu1 Se2,1.63
Dy2 S3,2.91
Ga1 As1,1.58
Ga1 N1,3.8
Ga1 S1,2.38
Ga1 S1,2.53
Ga1 Se1,1.97
Ga1 Te1,1.42
Ge1 Se1,1.17
Ge1 Se2,2.36
In4 Te3,0.57
In1 As1,0.4
In1 Se1,1.18
In1 Se1,1.2
K1 I1,6.38
Mg3 As2,2.6
Na1 Bi1 Se2,0.28
Rb1 I1,6.36
Sb2 S3,1.72
Sb2 S3,1.71
Sn1 S1,1.2
Sn1 S1,1.18
Sn1 Se1,0.94
Tl2 Te3,0.48
Tl2 Te3,0.7
Tl1 Cl1,3.5
Tl1 Sb1 S2,1.54
Zn3 As2,1.09
Zn3 As2,0.98
Zn1 Ge1 As2,1.05
Zn1 S1,3.87
Zn1 S1,3.6
Zn1 Se1,2.67
Zn1 Sn1 P2,1.3
Zn1 Te1,2.25
Zn1 Te1,2.29
Zn1 Se1,2.76
Zn1 Sn1 P2,1.66
Zn1 Te1,2.4
Ag1 C1 N1 O1,0.0
Al13 Ru4,0.0
Si1 Te2 Os1,0.0
Ho1 Mg2,0.0
U1 Al4,0.0
Sm1 Co1 C2,0.0
Ag9 Pb4 O12,0.0
Na1 Zr2 Ti1 F11,0.0
Sc1 Rh1,0.0
Ho1 Si2 Pt2,0.0
Li3 V1 O1 F5,0.0
Ti2 Zn1 S4,0.0
K1 V6 O11,0.0
Er1 Mg2,0.0
Cs1 As2 Ru2,0.0
In2 Pt1,0.0
Rh3 Pb1,0.0
Ba3 Cr1 S5,0.0
Si2 Sb1 O6,0.0
Re1 Bi1 O3,0.0
Mg1 Sc1,0.0
Cu10 Sb3,0.0
Ce2 Ti2 O7,0.0
Sr8 Fe3 N8,0.0
Re3 P4,0.0
Ti1 P1 O4,0.0
Sr1 Cd1,0.0
Nb1 Os1 Pb1,0.0
Zr1 Ge1 Ru1,0.0
Y2 Ru2 O7,0.0
La2 Rh7,0.0
Hf4 Al3,0.0
Dy2 Tl1 Cd1,0.0
Sr1 Ni5 As3,0.0
Cr2 Sb1 Te1,0.0
Dy1 Ni1 Sn1,0.0
Zn2 Sn1 N2,0.0
Ti1 Al1 Au2,0.0
Dy5 Sn3,0.0
Yb2 Mg1 S4,0.0
Mg2 Rh1 Au1,0.0
Ce1 Si2 Pt1,0.0
Nd1 Au3,0.0
Li3 Mo2 P5 O18,0.0
Tl16 O15 F17,0.0
Dy1 Si2 Cu2,0.0
Ga5 Pd13,0.0
Ce1 Tl3,0.0
Ni3 S4,0.0
Sr2 Mg1 Re1 O6,0.0
Na1 Lu1 Pd6 O8,0.0
Na2 Tl1,0.0
Tc3 Pd1,0.0
Ce3 Ta1 Cl3 O6,0.0
Ba1 Al1 Cu4 O7,0.0
Cr1 Si1 Cu2,0.0
Nd4 Mg1 Ru1,0.0
Hf5 Cu1 Pb3,0.0
Lu2 Mn12 P7,0.0
Dy1 Bi1 Pt1,0.0
Cr1 Ni1 As1,0.0
Zr1 Mo3,0.0
Cu4 Pd1,0.0
Li2 Ga1,0.0
La3 B2 N4,0.0
Mg9 Cu1 O10,0.0
Au3 S1,0.0
Rb1 Cd13,0.0
Ba2 Tb1 Ir1 O6,0.0
Cu9 O13,0.0
Ni2 P1 O5,0.0
Sr1 V13 O18,0.0
Na1 Ni2 O3,0.0
Th2 Cr1 N3,0.0
Sc5 Bi3,0.0
Hf3 P3 Pd4,0.0
Mg17 Al11 Pd1,0.0
Eu1 Zn1,0.0
Re1 Ru1 Os1,0.0
Y2 Ge5 Ir3,0.0
Zr3 Ir1,0.0
Li4 Cu1 P2 O8,0.0
Sm2 Fe17,0.0
Ni2 Mo3 N1,0.0
Li5 Fe2 Ni3 O10,0.0
Na1 Si2 Pd3,0.0
Y3 Ge4,0.0
Mg2 Ag1 Ir1,0.0
Th1 Al1,0.0
Nd1 In1 Au1,0.0
Sc2 Ga1 Ir1,0.0
Gd1 In1 Ir1,0.0
Ge1 Pt2,0.0
Li1 Ga1 Ag2,0.0
Yb1 H3 O3,0.0
Th1 P1 Se1,0.0
Sm1 Ag1,0.0
Cr10 Sb3 Te7,0.0
Zr1 Al5 Ni2,0.0
Zr1 Pd3,0.0
Te2 Au1,0.0
Sm6 Br13,0.0
Ba5 Ge3,0.0
La2 Si5 Rh3,0.0
Nd2 Ir1 Pd1,0.0
Ag7 N1 O11,0.0
V6 Pb1 O11,0.0
Nd3 Ge5,0.0
Re1 Ir3,0.0
Zr1 Ni1 Sn1,0.0
Mg1 As4 Rh6,0.0
Ce1 Sb1 O3,0.0
Nd1 Co2 Si2,0.0
Nd5 Ge4,0.0
Rb3 Mn1,0.0
Ba5 Al2 Ge7,0.0
Li1 Th1 Au2,0.0
Sn5 B2 Rh6,0.0
Tl2 Cd1 Te4,0.0
Cs1 Eu1 F3,0.0
Yb1 Nd3,0.0
Li1 V3 O4,0.0
Ag3 Ru1 O4,0.0
Li1 Al1 Rh2,0.0
La1 Al4,0.0
Pr1 Mo3,0.0
K1 Os2 O6,0.0
Rb5 Tl3 O1,0.0
Y1 Cu3 W4 O12,0.0
La5 Sm1 S8,0.0
Eu2 Ga9 Rh3,0.0
U1 Si2 Ni2,0.0
Rb1 Mn1 Te2,0.0
Mn1 Sb1 Pd1,0.0
Ti13 S24,0.0
Sm2 Cu1 As3 O1,0.0
Fe1 Pd2 Se2,0.0
Si1 Bi3 O7,0.0
Al2 Cu3 Se6,0.0
Sm2 Pd2 Pb1,0.0
Ca1 Zn3,0.0
U2 Al1 Co3,0.0
Li1 Sn4 Ir1,0.0
Pm1 Sn1 Rh2,0.0
Hf1 Si1 Pt1,0.0
Sc1 Si3 Ni1,0.0
Y1 Hg2,0.0
Ag9 Ge2 I1 O8,0.0
U2 Al3 C4,0.0
Li2 Ni2 Sb1 O6,0.0
Th2 In1,0.0
Ti2 Ni1 H1,0.0
Te2 Mo1 W1 S2,0.0
Sr1 Al1,0.0
Ca3 Sn2 S7,0.0
V1 Cu3 P4 O16,0.0
Rb1 U2 Sb1 S8,0.0
Y1 Mg1 Ga1,0.0
Ni3 Ge1,0.0
Ca6 Cu2 Sn7,0.0
Co3 W1,0.0
Yb1 Ag1 Ge1,0.0
Y1 Si2 Ru2,0.0
La1 In1,0.0
Re3 F1,0.0
Nd1 Ag1 Pb1,0.0
Sr2 Zn1 Re1 O6,0.0
Mn3 Cr3 Te2 O16,0.0
Sc3 Re2 Si4,0.0
Gd1 Ni2 Ge2,0.0
Ca1 V1 O2,0.0
I1 Cl2,0.0
Ba3 Te1,0.0
Nd1 Si2 Ir2,0.0
Mn1 Tc1 Os1,0.0
B5 Mo2,0.0
Zn3 Cu1,0.0
Yb3 Ti3 O14,0.0
Li2 Mn1 O2 F1,0.0
Nd3 Ni13 B2,0.0
In1 Pt1,0.0
Cu1 Se1 O3,0.0
Ca1 Ti1 O2,0.0
Na1 Li3,0.0
V1 Tc1,0.0
Li1 Y1 Cu2 P2,0.0
Li1 Mn1 P2 O7,0.0
U5 Ge3,0.0
Y1 Zn5,0.0
Li4 Fe1 Ni3 O8,0.0
Nd1 Mn1 Sb1 O1,0.0
Ti1 Fe2 Sb1,0.0
Eu1 Mg2 Bi2,0.0
K1 Cu1 P1 O4,0.0
Pr1 Lu1 In2,0.0
Rb2 Fe1 I4,0.0
Ba3 Zr1 Ru2 O9,0.0
Gd3 Al2 Ni6,0.0
La1 Al12 O19,0.0
Fe1 Pd3,0.0
Na2 Ti2 Sb2 O1,0.0
Li1 Ca2 Mg1,0.0
Ti1 Fe1 H2,0.0
Ba1 Mn1 O3,0.0
Y1 Dy1 Ag2,0.0
Re1 Sn3,0.0
Cu25 Se26,0.0
Ag2 B1 Br1,0.0
Ho1 Cu4 Pd1,0.0
Cs1 Ir1 O3,0.0
Cs2 Mo15 S19,0.0
Zr2 Cu1 S4,0.0
Mn5 Ge2,0.0
K1 Tm1,0.0
Fe2 O2 F3,0.0
La2 Ni5 B4,0.0
La1 In2 Ir1,0.0
Cs5 Mo21 Se23,0.0
Ti4 Zn1 O8,0.0
Yb5 Au4,0.0
Tl5 Te3,0.0
K2 Mn3 S4,0.0
Sb2 Te1,0.0
Zn1 Sb3,0.0
Ga1 Fe1 Ni2,0.0
Ho3 Hg1,0.0
Er1 Cu2 Ge2,0.0
Ce1 B1 C1,0.0
V12 P7,0.0
Li1 Mn1 O2,0.0
Dy12 Co7,0.0
Sc5 Pb3,0.0
Li1 Cu2 Ge1,0.0
Cu3 Se2 Cl2 O6,0.0
Sm1 Ho1 Zn2,0.0
Li1 Cu3 O3,0.0
Ba1 As2 Pd2,0.0
Pm2 Pt1 Au1,0.0
Ce1 In1 Ir1,0.0
Dy2 Cu1 Os1,0.0
Y2 C3,0.0
Na1 Zr1 Cu1 Te3,0.0
Ho1 Mg1 Au2,0.0
La2 B4 Rh5,0.0
Cu1 C1 N2,0.0
La4 In5 S13,0.0
Y1 B2 C1,0.0
P1 W5 O17,0.0
Rb1 C8,0.0
Y1 Er1 Rh2,0.0
Mn1 P2,0.0
B1 Se2 Cl1,0.0
La1 V1,0.0
Fe1 Sn1,0.0
Nb3 Te1,0.0
Lu7 Ni2 Te2,0.0
Mg1 Sb1 F6,0.0
Li2 Ni3 O6,0.0
Cr1 Ni1 P2 O9,0.0
Ho1 Ge1,0.0
Ag1 Au2 S2,0.0
Th1 Ru3 C1,0.0
Sn5 B2 Ir6,0.0
Na2 V1 Cu1 F7,0.0
Na1 Ti5 Se8,0.0
Yb3 Tc1,0.0
Cr2 Ge1 C1,0.0
Ho1 Ti1 Ge1,0.0
Ca3 Au4,0.0
Zn1 Ir1 O3,0.0
Ho1 Cd1 Cu4,0.0
Mg1 In1 Ag2,0.0
Cu23 Sb8 S26,0.0
Lu2 Tl1 Cd1,0.0
Ti2 Tc1 Pd1,0.0
Na2 S1 O4,0.0
Al6 Ru1,0.0
Dy1 Ir2,0.0
Nb3 Bi1,0.0
Mn3 Al10,0.0
Sc1 Cu2,0.0
Yb1 Ga8 Co2,0.0
Yb1 Si2 Ag2,0.0
Ca1 Ti4 O8,0.0
Na5 Cu7 O13,0.0
Tb1 Fe4 P12,0.0
Nd1 Sb1,0.0
Sm4 U4 O17,0.0
Ba3 Ca1 Ru2 O9,0.0
Li1 Sn1 Au1,0.0
Dy1 Zn1 Rh2,0.0
Co1 As1 Rh1,0.0
Sm2 Ag1 Ru1,0.0
Mn1 Cu2 Sn1,0.0
K3 U1 F3,0.0
Sm2 Al1 Cd1,0.0
Na2 Cr7 O14,0.0
Tl1 Sn1,0.0
Lu1 C2,0.0
Tl1 Co1 Bi1,0.0
U1 Al3,0.0
Er2 Ga9 Co3,0.0
Nb3 Ru1,0.0
Fe1 P1,0.0
La2 Pr2 O7,0.0
V2 Tc1 Ru1,0.0
Nd1 Re4 Si2,0.0
Ca1 Ag2 Ge2,0.0
Hf1 Co2 Si2,0.0
La1 Si2 Ru1,0.0
Rb3 Sm1,0.0
Si2 Ni6 B1,0.0
Li1 Tl1 Pd2,0.0
Ga2 Ni1 S4,0.0
Cs1 Ti1 Cl3,0.0
Zr1 Ni4 P2,0.0
Fe1 Ag3 C6 N6,0.0
Bi2 O5,0.0
Fe1 As2 O7,0.0
Ce2 Si1 Se1 O4,0.0
Pr1 Fe1 Ge2,0.0
Li1 Ti1 Si1 O4,0.0
Tb1 Pt1,0.0
Tm2 In1,0.0
Yb1 Rh2,0.0
Sm3 Al1,0.0
Tm1 Au1,0.0
Sc2 Al3 Ru1,0.0
U3 Se4,0.0
Ce5 Si3,0.0
Li1 Pm2 Ga1,0.0
Sm1 B1 Pd3,0.0
Mg5 Ti13 O30,0.0
Zr1 Si1 Te1,0.0
Ho1 Ni1 Ge1,0.0
Lu1 Si1 Ir1,0.0
K1 Ru1 O4,0.0
K1 Ag1 F3,0.0
Al9 Ir2,0.0
Zr1 Rh1,0.0
Sm1 Cr1 Ge3,0.0
Ba2 Li1 Fe2 N3,0.0
Hf3 Ni4 Ge4,0.0
Na3 In2 Au1,0.0
La2 In1,0.0
P2 H12 N7 Cl1,0.0
Nd3 Ge2 Ru2,0.0
Ho4 Ga16 Co3,0.0
Ta22 Cu3 S36,0.0
Ti3 P1 O7,0.0
Te3 Mo1 W1 S1,0.0
Ta1 F3,0.0
Yb1 Sn2 Pd1,0.0
Li1 Lu2 Ru1,0.0
Nb4 Co2 Pd1 Se12,0.0
Mg3 Mn2 Al18,0.0
Pr2 Ir2 O7,0.0
Li8 Pr1 O6,0.0
Dy1 In1 Au1,0.0
Sr1 Yb2 S4,0.0
Sc4 Ge6 Rh7,0.0
Na2 In5 Au6,0.0
Ce1 Co2 As2,0.0
Eu1 P1 Pt1,0.0
Co5 Ge7,0.0
Ho1 Mn6 Sn6,0.0
Li17 Ti20 O40,0.0
Y1 Si1 Ru1,0.0
Sm1 Au3,0.0
Si1 Hg3,0.0
Cd1 Pt1,0.0
Ho1 Bi2 O6,0.0
Pm1 Cd1 Pd2,0.0
Tm2 Zn1 Ga1,0.0
Al2 Co1 Ir1,0.0
Mg1 Co2 P2 O10,0.0
Sn3 P3 O13,0.0
Sc1 Ti9 N9,0.0
Ba1 Zn5,0.0
Ge5 Te8 As2,0.0
Hf3 Sb1,0.0
Hf2 Al3 C4,0.0
Ba1 B2 Rh2,0.0
Zn3 N2,0.0
Ba2 Ce2 O5,0.0
Li1 Al2 Tc1,0.0
Zr2 In5 Ni1,0.0
Lu1 U1 O3,0.0
U2 Zn17,0.0
Ce1 Ag1 Sn1,0.0
Ho2 Cu1 Rh1,0.0
Ba2 Cu5 F14,0.0
Sr2 Cu1 Cl2 O2,0.0
Yb1 La1 Zn2,0.0
Zr1 Ni1 Ge1,0.0
Zr7 Sb4,0.0
Dy1 Ge2 Ru2,0.0
Mg2 Pd1 Au1,0.0
Ba1 Ni2 P4,0.0
Rb1 Na2 Ni1 O2,0.0
Ho1 Mg1 Zn2,0.0
Ba4 Si20 Au3,0.0
Hg1 Pt1,0.0
Hf2 S1,0.0
Cr1 As1,0.0
Mg1 Cu1 Sn1,0.0
Yb1 In4 Ni1,0.0
Sm2 Ir1 Pd1,0.0
Dy2 Sn5,0.0
Mg1 Fe4 O8,0.0
Li1 Lu2 Tc1,0.0
Th1 Si2 Ru2,0.0
U1 Se1 S1,0.0
Er2 C3,0.0
Pr3 Al4 Si6,0.0
Tm1 B1 Rh3,0.0
Li5 Mn3 Fe2 O10,0.0
Dy1 Sn3,0.0
Eu1 Sb1 O3,0.0
Tm3 Ge4 Pd4,0.0
Li3 Ni1 Sb4 O12,0.0
Dy1 Fe1 Si1,0.0
Ta3 P1,0.0
Ba4 Yb1 Cu3 O9,0.0
Nd1 Co2 Ge2,0.0
Lu2 Al3 Co1,0.0
Yb3 Al5 O12,0.0
Co1 Mo1 P2,0.0
Ce5 Cu1 Se8,0.0
Tb1 Co2 B2,0.0
Er1 Ru3,0.0
Al2 Ru1,0.0
Mn1 Cd1 O2,0.0
Rb3 Ga1,0.0
U3 Ni3 Sn4,0.0
Tb1 Al8 Fe4,0.0
Lu1 Cd1 Ag2,0.0
Cr7 C3,0.0
Be1 Pd3,0.0
Li1 Al1 B4,0.0
Lu1 B1 Pd3,0.0
Ca5 Ir1,0.0
Ho2 Au1,0.0
Th1 Pd3,0.0
Th6 Mg23,0.0
Ca3 Ga2 Pt2,0.0
Pr1 Ga1 Au2,0.0
Sm2 In1,0.0
